heimild,heimild_heiti,skjal,adili_1,adili_2,rakning,samningur_fra,samningur_til,gildir_fra,tegund,prosenta,kronur,a_vid,artal_stada,tilvitnun
reykjavik,Reykjavíkurborg,reykjavik/kalfur_-_rvk_og_si_10.1.2025_loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 5 Starfsmatskerfið SAMSTARF Samningsaðilar eru sammála um það langtímamarkmið að greiða sömu lau"
reykjavik,Reykjavíkurborg,reykjavik/kalfur_-_rvk_og_stettarfelag_logfraedinga_loka_13.1.2025.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"lshækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1.apríl 2024 3,25% eða 23.750 kr. 1.apríl 2025 3,50% eða 23.750 kr. 1.apríl 2026 3,50% eða 23.750 kr. 1.apríl 2027 3,50% eða 23.750 kr. Persónuálag tekur eftirfarandi breytingum á samningstímanum: Frá 1. apríl 2024 –"
reykjavik,Reykjavíkurborg,reykjavik/kalfur_-_rvk_og_stettarfelag_logfraedinga_loka_13.1.2025.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 5 Starfsmatskerfið SAMSTARF Samningsaðilar eru sammála um það langtímamarkmið að greiða sömu lau"
reykjavik,Reykjavíkurborg,reykjavik/kalfur_-_rvk_og_thi_10.1.2025_loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"lshækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1.apríl 2024 3,25% eða 23.750 kr. 1.apríl 2025 3,50% eða 23.750 kr. 1.apríl 2026 3,50% eða 23.750 kr. 1.apríl 2027 3,50% eða 23.750 kr. Persónuálag tekur eftirfarandi breytingum á samningstímanum: Frá 1. apríl 2024 –"
reykjavik,Reykjavíkurborg,reykjavik/kalfur_-_rvk_og_thi_10.1.2025_loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 5 Starfsmatskerfið SAMSTARF Samningsaðilar eru sammála um það langtímamarkmið að greiða sömu lau"
sa,Samtök atvinnulífsins,sa/acEDNJGXnQHGY13m_kaupgjaldsskra-33-2026-april-vefutgafa.pdf,Leiðsagnar - félags leiðsögumanna 11 Kjarasamningur MATVÍS - Matvæla,veitingafélags Íslands 12,aðilar úr skjali,,,2026-04-01,prósenta,0.06,,kauptaxtar,úr texta,"Kaupgjaldsskrá nr. 33 Gildir frá 1. apríl 2026 Hækkun kauptaxta 1. apríl 2026 Lágmarkskauptaxtar kjarasamninga hækka um 0,06% frá 1. apríl 2026 Efnisyfirlit Bls. Kjarasamningar aðildarfélaga Starfsgreinasambands Íslands og Eflingar 3 7 Kjarasamninga"
sameyki,Sameyki stéttarfélag í almannaþjónustu,sameyki/''2025-02-28-Heildarkjarasamningur-Sameyki-gildistími 1. nóv 2024-LOK.pdf,Sameykis – stéttarfélags í almannaþjónustu,fjármála- og efnahagsráðherra f.h. ríkissjóðs,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi Þrátt fyrir ofangreint eru aðilar sam mála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Síða 48 af 60 Bókanir með samkomulagi fjármála- og efnahagsráðherra f.h. ríkissjóðs og Sameykis –"
sameyki,Sameyki stéttarfélag í almannaþjónustu,sameyki/''FÉLAGSBÚSTAÐIR - Sameyki uppfærsla loka 24.6.2026.pdf,Félagsbústaða hf,Sameykis - stéttarfélags í almannaþjónustu,aðilar úr skjali,,,2026-04-01,prósenta eða krónutala,3.5,23750,launatafla,úr texta,"shækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1.apríl 2024 3,25% eða 23.750 kr. 1.apríl 2025 3,50% eða 23.750 kr. 1.apríl 2026 3,50% eða 23.750 kr. 1.apríl 2027 3,50% eða 23.750 kr. Launatöflur eru í fylgiskjali samnings þessa. 1.1.2 Lágmarkslaun í hverju starf"
sameyki,Sameyki stéttarfélag í almannaþjónustu,sameyki/''Kjarasamningur_BSRB_13.júní2024_Leidr14.juni2024_LOK_m_yfirlysingu_undirritad.pdf,,,aðeins heimild,2024-04-01,2025-03-31,2026-04-01,prósenta eða krónutala,3.5,23750,launatafla,úr texta,"028. Mánaðarlaun hækka sem hér segir á samningstímanum: 1. apríl 2024: 23.750 kr. eða að lágmarki um 3,25% sbr. launatöflu 1. 1. apríl 2025: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 2. 1. apríl 2026: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 3. 1. apríl 2027: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 4. Útgefin launatafla hverju sinni nær yfir alla lau"
samidn,Samiðn,samidn/Heildarkjarasamningur-Samidnar-og-Reykjavikurborgar-2024-2028.pdf,Reykjavíkurborgar,Samiðnar – sambands iðnfélaga,aðilar úr skjali,2024-01-01,2028-12-31,2026-04-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"shækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu.: 1.apríl 2024 3,25% eða 23.750 kr. 1.apríl 2025 3,50% eða 23.750 kr. 1.apríl 2026 3,50% eða 23.750 kr. 1.apríl 2027 3,50% eða 23.750 kr. Persónuálag tekur eftirfarandi breytingum á samningstímanum: Frá 1. apríl 2024 – 1"
samidn,Samiðn,samidn/Heildarkjarasamningur-Samidnar-og-Reykjavikurborgar-2024-2028.pdf,Reykjavíkurborgar,Samiðnar – sambands iðnfélaga,aðilar úr skjali,2024-01-01,2028-12-31,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 5 Starfsmatskerfið SAMSTARF Samningsaðilar eru sammála um það langtímamarkmið að greiða sömu lau"
samidn,Samiðn,samidn/Kjarasamningur_SAMIDN-SNS-V-STRAETO_LOK.pdf,SAMBANDS ÍSLENSKRA SVEITARFÉLAGA,SAMIÐNAR,aðilar úr skjali,,,2026-04-01,prósenta eða krónutala,3.5,23750,launatafla,úr texta,"28. Mánaðarlaun hækka sem hér segir á samningstímanum: 1. apríl 2024: 23.750 kr. eða að lágmarki um 3,25% sbr. launatöflu 1. 1. apríl 2025: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 2. 1. apríl 2026: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 3. 1. apríl 2027: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 4. Útgefin launatafla hverju sinni nær yfir alla lau"
samidn,Samiðn,samidn/Kjarasamningur_SAMIDN-SNS-V-STRAETO_LOK.pdf,SAMBANDS ÍSLENSKRA SVEITARFÉLAGA,SAMIÐNAR,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"kvörðun um greiðslu annarra launa byggi á málefnalegum sjónarmiðum og feli ekki í sér kynbundna mismunun. Á samningstímanum hækka önnur laun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Heimildarákvæðinu er ætlað að styðja við þær breytingar sem leiða af betra skipulagi vinnutíma. Ákvörðu"
sgs,Starfsgreinasamband Íslands,sgs/glaerukynning-um-nyjan-kjarasamning-sgs-og-rikisins.pdf,,,aðeins heimild,2024-04-01,2028-03-31,2026-04-01,prósenta eða krónutala,3.5,23750,launatafla,úr texta,"kr. • 1.4.2027 – 3.50% eða 23.750 kr. Launahækkanir Gildistími hækkunar Hækkun grunnþreps í launatöflu 1. apríl 2024 26.900 kr. þó að lágmarki 3,25% 1. apríl 2025 23.750 kr. þó að lágmarki 3,50% 1. apríl 2026 23.750 kr. þó að lágmarki 3,50% 1. apríl 2027 23.750 kr. þó að lágmarki 3,50% • Kjarasamningnum fylgja nýjar launatöflur þar sem krónutöluhækkun leggs"
sgs,Starfsgreinasamband Íslands,sgs/glaerukynning-um-nyjan-kjarasamning-sgs-og-rikisins.pdf,,,aðeins heimild,2024-04-01,2028-03-31,2026-04-01,prósenta,2.5,,óskilgreint,úr texta,"% 4,87% 4,87% 4,87% 4,87% 12 4,79% 4,79% 4,79% 4,79% 4,79% 4,79% 4,79% 4,79% 4,79% 13 4,70% 4,70% 4,70% 4,70% 4,70% 4,70% 4,70% 4,70% 4,70% Laun eftir hækkun Hækkun í kr. Hækkun í % Launahækkanir frá 1. apríl 2026 2,5% 5,0% 7,5% 10,0% 12,5% 15,0% 17,5% 20,0% 0 1 2 3 4 5 6 7 8 7 501.761 514.305 526.849 539.394 551.938 564.481 577.025 589.569 602.113 8 509.747 522.491 535.235 547.979 560.722 573.465"
sgs,Starfsgreinasamband Íslands,sgs/helstu-atridi-um-kjarasamning-sgs-og-rikisins-2024-2028.pdf,,,aðeins heimild,2024-04-01,2028-03-31,2026-04-01,prósenta með krónutölulágmarki,3.5,23750,launatafla,úr texta,"Gildistími hækkunar Hækkun grunnþreps í launatöflu 1. apríl 2024 26.900 kr. þó að lágmarki 3,25% 1. apríl 2025 23.750 kr. þó að lágmarki 3,50% 1. apríl 2026 23.750 kr. þó að lágmarki 3,50% 1. apríl 2027 23.750 kr. þó að lágmarki 3,50% kjarasamning SGS og ríkisins Samningurinn gildir frá 1. apríl 2024 til 31"
sgs,Starfsgreinasamband Íslands,sgs/helstu-atridi-um-kjarasamning-sgs-og-sveitarfelaganna-2024-2028.pdf,,,aðeins heimild,2024-04-01,2028-03-31,2026-04-01,prósenta með krónutölulágmarki,3.5,23750,launatafla,úr texta,"Gildistími hækkunar Hækkun grunnþreps í launatöflu 1. apríl 2024 23.750 kr. þó að lágmarki 3,25% 1. apríl 2025 23.750 kr. þó að lágmarki 3,50% 1. apríl 2026 23.750 kr. þó að lágmarki 3,50% 1. apríl 2027 23.750 kr. þó að lágmarki 3,50% kjarasamning SGS og Sambands íslenskra sveitarfélaga Samningurinn gildir"
sgs,Starfsgreinasamband Íslands,sgs/kjarasamningur-sgs-og-sveitarfelaganna-2024-2028.pdf,SAMBANDS ÍSLENSKRA SVEITARFÉLAGA F.H. ÞEIRRA SVEITARFÉLAGA,ANNARRA AÐILA,aðilar úr skjali,2024-04-01,2025-03-31,2026-04-01,prósenta eða krónutala,3.5,23750,launatafla,úr texta,"28. Mánaðarlaun hækka sem hér segir á samningstímanum: 1. apríl 2024: 23.750 kr. eða að lágmarki um 3,25% sbr. launatöflu 1. 1. apríl 2025: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 2. 1. apríl 2026: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 3. 1. apríl 2027: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 4. Útgefin launatafla hverju sinni nær yfir alla lau"
verkvest,Verkalýðsfélag Vestfirðinga,verkvest/kjarasamningur-sgssis-2024-2028_vefur.pdf,Kjarasamningur Starfsgreinasambands Íslands,Sambands íslenskra sveitarfélaga,aðilar úr skjali,2024-01-01,2028-12-31,2026-04-01,prósenta eða krónutala,3.5,23750,launatafla,úr texta,"2028. Mánaðarlaun hækka sem hér segir á samningstímanum: 1. apríl 2024. 23.750 kr. eða að lágmarki um 3,25% sbr. launatöflu 1. 1. apríl 2025: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 2. 1. apríl 2026: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 3. 1. apríl 2027: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 4. Útgefin launatafla hverju sinni nær yfir alla lau"
vfi,Verkfræðingafélag Íslands / Stéttarfélag verkfræðinga,vfi/Kjarasamningur_VFI_sveitarfelog.pdf,SAMBANDS ÍSLENSKRA SVEITARFÉLAGA F.H. ÞEIRRA SVEITARFÉLAGA,ANNARRA AÐILA,aðilar úr skjali,2024-04-01,2025-03-31,2026-04-01,prósenta eða krónutala,3.5,23750,launatafla,úr texta,"28. Mánaðarlaun hækka sem hér segir á samningstímanum: 1. apríl 2024: 23.750 kr. eða að lágmarki um 3,25% sbr. launatöflu 1. 1. apríl 2025: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 2. 1. apríl 2026: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 3. 1. apríl 2027: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 4. Útgefin launatafla hverju sinni nær yfir alla lau"
vfi,Verkfræðingafélag Íslands / Stéttarfélag verkfræðinga,vfi/Kjarasamningur_VFI_sveitarfelog.pdf,SAMBANDS ÍSLENSKRA SVEITARFÉLAGA F.H. ÞEIRRA SVEITARFÉLAGA,ANNARRA AÐILA,aðilar úr skjali,2024-04-01,2025-03-31,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"ákvörðun um greiðslu annarra launa byggi á málefnalegum sjónarmiðum og feli ekki í sér kynbundna mismunun. Á samningstímanum hækka önnur laun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Heimildarákvæðinu um önnur laun er t.d ætlað að styðja við framþróun í starfi, umfram starfsmatsröðun."
vm,VM - Félag vélstjóra og málmtæknimanna,vm/Kalfur-RVK_VM.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"lshækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1.apríl 2024 3,25% eða 23.750 kr. 1.apríl 2025 3,50% eða 23.750 kr. 1.apríl 2026 3,50% eða 23.750 kr. 1.apríl 2027 3,50% eða 23.750 kr. Persónuálag tekur eftirfarandi breytingum á samningstímanum: Frá 1. apríl 2024 –"
vm,VM - Félag vélstjóra og málmtæknimanna,vm/Kalfur-RVK_VM.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 5 Starfsmatskerfið SAMSTARF Samningsaðilar eru sammála um það langtímamarkmið að greiða sömu lau"
vm,VM - Félag vélstjóra og málmtæknimanna,vm/VM_2024-2028_Heildarkjarasamningur_LOK.pdf,SAMBAND ÍSLENSKRA SVEITARFÉLAGA F.H. ÞEIRRA SVEITARFÉLAGA,ANNARRA AÐILA SEM ÞAÐ HEFUR,aðilar úr skjali,2024-01-01,2028-12-31,2026-04-01,prósenta eða krónutala,3.5,23750,launatafla,úr texta,"028. Mánaðarlaun hækka sem hér segir á samningstímanum: 1. apríl 2024: 23.750 kr. eða að lágmarki um 3,25% sbr. launatöflu 1. 1. apríl 2025: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 2. 1. apríl 2026: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 3. 1. apríl 2027: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 4. Útgefin launatafla hverju sinni nær yfir alla lau"
sgs,Starfsgreinasamband Íslands,sgs/kjarasamningur-sgs-og-sveitarfelaganna-2024-2028.pdf,SAMBANDS ÍSLENSKRA SVEITARFÉLAGA F.H. ÞEIRRA SVEITARFÉLAGA,ANNARRA AÐILA,aðilar úr skjali,2024-04-01,2025-03-31,2026-05-01,krónutala,,62000,óskilgreint,úr texta,ónuuppbót miðað við 100% starfshlutfall á samningstímanum verður sem hér segir: 1. maí 2024 kr. 57.500 1. desember 2024 kr. 135.500 1. maí 2025 kr. 59.500 1. desember 2025 kr. 140.000 1. maí 2026 kr. 62.000 1. desember 2026 kr. 145.000 1. maí 2027 kr. 64.000 1. desember 2027 kr. 150.000 1.8.1.3 Laun (Breytist frá
afl,AFL Starfsgreinafélag,afl/2025_Kjaras_Alcoa_Fjardaals_AFLs_og_RSI.pdf,"Alcoa Fjarðaáls sf., AFLs Starfsgreinafélags",Rafiðnaðarsambands,aðilar úr skjali,2025-03-01,2029-02-28,2026-05-15,prósenta,1.14,,almenn laun,úr texta,"gr ein 3.10.2 greiðist með tímakaupi sem svarar 1,375% af mánaðarlaunum skv. grein 2.1. Breyting á yfirvinnuálagi á samningstímanum Dagvinna Yfirvinna hækki í 1.09% frá og með 15. september 2025 Yfirvinna hækki í 1.14% frá og með 15. maí 2026 Alcoa Fjarðaál sf. 10 Kjarasamningur Gildir frá 1. mars 2025 2.6 Laun dagvinnufólks fyrir óunna helgidaga Dagv"
rafis,rafis,rafis/2025-Kjarasamningur-Alcoa-Fjardaals-AFLs-og-RSI-hreint-yfirlestur.pdf,"Alcoa Fjarðaáls sf., AFLs Starfsgreinafélags",Rafiðnaðarsambands,aðilar úr skjali,2025-03-01,2029-02-28,2026-05-15,prósenta,1.14,,almenn laun,úr texta,"gr ein 3.10.2 greiðist með tímakaupi sem svarar 1,375% af mánaðarlaunum skv. grein 2.1. Breyting á yfirvinnuálagi á samningstímanum Dagvinna Yfirvinna hækki í 1.09% frá og með 15. september 2025 Yfirvinna hækki í 1.14% frá og með 15. maí 2026 Alcoa Fjarðaál sf. 10 Kjarasamningur Gildir frá 1. mars 2025 2.6 Laun dagvinnufólks fyrir óunna helgidaga Dagv"
rafis,rafis,rafis/2025-Kjarasamningur-Alcoa-Fjardaals-AFLs-og-RSI.pdf,"Alcoa Fjarðaáls sf., AFLs Starfsgreinafélags",Rafiðnaðarsambands,aðilar úr skjali,2025-03-01,2029-02-28,2026-05-15,prósenta,1.14,,almenn laun,úr texta,"gr ein 3.10.2 greiðist með tímakaupi sem svarar 1,375% af mánaðarlaunum skv. grein 2.1. Breyting á yfirvinnuálagi á samningstímanum Dagvinna Yfirvinna hækki í 1.09% frá og með 15. september 2025 Yfirvinna hækki í 1.14% frá og með 15. maí 2026 Alcoa Fjarðaál sf. 10 Kjarasamningur Gildir frá 1. mars 2025 2.6 Laun dagvinnufólks fyrir óunna helgidaga Dagv"
afl,AFL Starfsgreinafélag,afl/2024-2028-Greidasolusamningur-SGS-SA.pdf,Starfsgreinasambands Íslands,Samtaka atvinnulífsins,aðilar úr skjali,2024-01-01,2028-12-31,2027-01-01,prósenta eða krónutala,3.5,23750,kauptaxtar,úr texta,"arasamningi þessum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1. febrúar 2024: 3,25% eða 23.750 kr. 1. janúar 2025: 3,50% eða 23.750 kr. 1. janúar 2026: 3,50% eða 23.750 kr. 1. janúar 2027: 3,50% eða 23.750 kr. 1.3.2. Kauptaxtar Kauptaxtar hækka sérstaklega, sbr. fylgiskjal með samningi þessum. 1.3.3. Kjaratengdir liðir Kjaratengdir liðir kjarasamningsins hækka sem hér segir, n"
afl,AFL Starfsgreinafélag,afl/2024-2028-Greidasolusamningur-SGS-SA.pdf,Starfsgreinasambands Íslands,Samtaka atvinnulífsins,aðilar úr skjali,2024-01-01,2028-12-31,2027-01-01,prósenta,3.5,,kauptaxtar,úr texta,"sum. 1.3.3. Kjaratengdir liðir Kjaratengdir liðir kjarasamningsins hækka sem hér segir, nema um ann- að hafi verið samið: 1. febrúar 2024: 3,25% 1. janúar 2025: 3,50% 1. janúar 2026: 3,50% 1. janúar 2027 3,50% 1.3.4. Kauptaxtaauki Haldi kjarasamningar gildi sínu skal launa- og forsendunefnd í mars 2025, 2026 og 2027 úrskurða um sérstakan kauptaxtaauka, sýni launavísitala Hagstofu Íslands fyrir alm"
afl,AFL Starfsgreinafélag,afl/2024-2028-Heildarkjarasamningur-SGS-SA.pdf,Starfsgreinasambands Íslands,Samtaka atvinnulífsins,aðilar úr skjali,2024-01-01,2028-12-31,2027-01-01,prósenta eða krónutala,3.5,23750,kauptaxtar,úr texta,"föst mánaðarlaun fyrir dagvinnu. 17 Kjarasamningur SGS og SA 1. febrúar 2024: 3,25% eða 23.750 kr. 1. janúar 2025: 3,50% eða 23.750 kr. 1. janúar 2026: 3,50% eða 23.750 kr. 1. janúar 2027: 3,50% eða 23.750 kr. 1.2.2. Kauptaxtar Kauptaxtar hækka samkvæmt launatöflum í gr. 1.1.1. 1.2.3. Kjaratengdir liðir Kjaratengdir liðir kjarasamnings hækka sem hér segir, nema um annað hafi verið samið:"
afl,AFL Starfsgreinafélag,afl/2024-2028-Heildarkjarasamningur-SGS-SA.pdf,Starfsgreinasambands Íslands,Samtaka atvinnulífsins,aðilar úr skjali,2024-01-01,2028-12-31,2027-01-01,prósenta,3.5,,kauptaxtar,úr texta,".1.1. 1.2.3. Kjaratengdir liðir Kjaratengdir liðir kjarasamnings hækka sem hér segir, nema um annað hafi verið samið: 1. febrúar 2024: 3,25% 1. janúar 2025: 3,50% 1. janúar 2026: 3,50% 1. janúar 2027 3,50% 1.2.4 Kauptaxtaauki Haldi kjarasamningar gildi sínu skal launa - og forsendunefnd í mars 2025, 2026 og 2027 úrskurða um sérstakan kauptaxtaauka, sýni launa- vísitala Hagstofu Íslands fyrir almen"
afl,AFL Starfsgreinafélag,afl/2024-2028-KjarasamningurSGSogLS-SSU.pdf,Starfsgreinasambands Íslands,Landsambands smábátaeigenda,aðilar úr skjali,2024-01-01,2028-12-31,2027-01-01,krónutala,,26465,óskilgreint,úr texta,samningstímabilinu sem hér segir: Dagsetning Hækkun Kauptrygging eftir hækkun 1. febrúar 2024 26.466 kr. 474.690 kr. 1. janúar 2025 26.465 kr. 501.155 kr. 1. janúar 2026 26.466 kr. 527.621 kr. 1. janúar 2027 26.465 kr. 554.086 kr. Starfsaldurshækkanir Eftir tveggja ára starf hjá sama atvinnurekanda greiðist 1% á kauptryggingu. Eftir þriggja ára starf hjá sama atvinnurekanda greiðist 2% á kauptrygg
afl,AFL Starfsgreinafélag,afl/2024-2028-kjaras-sgs-vid-lsssu.pdf,Starfsgreinasambands Íslands,Landssambands smábátaeigenda og Samtaka smærri útgerða,aðilar úr skjali,2024-01-01,2028-12-31,2027-01-01,krónutala,,26465,óskilgreint,úr texta,abilinu sem hér segir: Dagsetning Hækkun Kauptrygging eftir hækkun 1. febrúar 2024 26. 466 kr. 474.690 kr. 1. janúar 2025 26.465 kr. 501.155 kr. 1. janúar 2026 26.466 kr. 527.621 kr. 1. janúar 2027 26.465 kr. 554.086 kr. Starfsaldurshækkanir Eftir tveggja ára starf hjá sama atvinnurekanda greiðist 1% á kauptryggingu. Eftir þriggja ára starf hjá sama atvinnurekanda greiðist 2% á kauptryggingu. 3.
